,Gene-1,Gene-2,Gene-3,Gene-4,Gene-5,Gene-6,Gene-7,Gene-8,Gene-9,Gene-10,Gene-11,Gene-12,Gene-13,Gene-14,Gene-15,Gene-16,Gene-17,Gene-18,Gene-19,Gene-20,Gene-21,Gene-22,Gene-23,Gene-24,Gene-25,Gene-26,Gene-27,Gene-28,Gene-29,Gene-30,Gene-31,Gene-32,Gene-33,Gene-34,Gene-35,Gene-36,Gene-37,Gene-38,Gene-39,Gene-40,Gene-41,Gene-42,Gene-43,Gene-44,Gene-45,Gene-46,Gene-47,Gene-48,Gene-49,Gene-50,Gene-51,Gene-52,Gene-53,Gene-54,Gene-55,Gene-56,Gene-57,Gene-58,Gene-59,Gene-60,Gene-61,Gene-62,Gene-63,Gene-64,Gene-65,Gene-66,Gene-67,Gene-68,Gene-69,Gene-70,Gene-71,Gene-72,Gene-73,Gene-74,Gene-75,Gene-76,Gene-77,Gene-78,Gene-79,Gene-80,Gene-81,Gene-82,Gene-83,Gene-84,Gene-85,Gene-86,Gene-87,Gene-88,Gene-89,Gene-90,Gene-91,Gene-92,Gene-93,Gene-94,Gene-95,Gene-96,Gene-97,Gene-98,Gene-99,Gene-100,MutState-1,MutState-2,MutState-3,MutState-4,MutState-5,MutState-6,MutState-7,MutState-8,MutState-9,MutState-10
Gene-11,-0.0,-0.0,-0.0,0.0,0.0,0.015887131253271677,-0.0,0.0,0.0,0.0,0.0,-0.020748165522066164,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.00835592834034114,0.0,0.0,0.0,0.0,-0.05833132934098435,0.0,-0.0,0.0,0.0,-0.0,0.04752419068431337,-0.03428342801120346,0.0,-0.0,0.0,-0.0,0.0,0.0,0.010784338575553918,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.04343209823293008,-0.0070716938837080264,0.0,0.0,0.0,0.059331025788770766,0.0,0.0,0.0,-0.0,0.0,0.06700960686151287,0.0059849578931381545,0.0,0.0,0.0,0.0,0.0,0.014349088746649724,0.0,0.014798781831112221,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
Gene-12,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.003593309230837595,0.0,0.0,-0.06585849385032488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012502171698002855,0.05872892024632705,-0.0,-0.0,-0.0,0.0,-0.04034823763953697,0.0,0.0,0.0,0.017441537497539766,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.04586106853940771,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.09961178024668126,0.0,0.0,0.0,0.013189997258763592,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
Gene-13,0.001483603951767678,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0458688853108146,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0845116619542499,0.0,0.0,0.0,0.0,0.0,-0.10098661210091422,0.0,0.0,0.0,0.0,0.01555291797726831,-0.0,-0.038573164246941974,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0698041552648247,0.0,0.0,-0.0,-0.07835004973636951,0.0,0.010340073818766416,0.0,-0.0,0.03224690023109176,0.0,-0.0,-0.02990607378617438,0.08104424270804435,-0.01585583874962674,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.05812280832229186,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.04151567425451782,0.0,0.0,0.0,0.0,0.0019790415948744457,0.0,0.0,0.0,-0.06856026243458889,0.0,0.0,0.0,-0.0,0.0,0.029616009023391444,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
Gene-14,0.0,0.0,-0.0,-0.0640399803274615,0.0,0.0,0.0,0.016070744922819607,0.0,0.0,0.0,0.0,-0.027338689683738166,0.0,-0.13496653994525976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08523768503569516,-0.0,0.0,-0.025531650542065625,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.016277378802880417,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.11786636705002719,0.0,0.0,-0.0,-0.0,-0.06129586412206905,-0.06089065358176552,-0.0,-0.0,0.005130496067356647,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.06903737732552477,0.010959098161672723,-0.07533578969556722,0.0,0.0,0.0,-0.06661542530344342,0.0,0.0,-0.0,0.0,-0.05280342011826074,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
Gene-15,0.0,0.0,0.0,0.025764318717613924,-0.0,-0.0,0.0,0.04241152055416945,-0.0,-0.0,0.0,0.0380583179210322,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.023085224341994993,0.0,-0.040615618579335426,0.0,0.0,0.01694486991277997,-0.0,0.0,0.028084204530941292,-0.0,-0.0,-0.014885001964341126,0.0,0.0,0.0,0.0,-0.0,0.0,0.0007451601637803376,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0524233250359978,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.02114302478077276,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0027392559088582425,0.09920379035589924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010450935097866687,-0.0,-0.0,-0.0,0.06864133653623379,0.0,0.0,-0.0,-0.05256394854867726,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Gene-16,-0.05258879474671625,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1872324725915382,-0.0,0.0,-0.03269598087763852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09601058845628992,0.0,0.0,0.03250700779481605,0.006346070049359754,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.007000196252055052,0.0,0.0,0.0,0.10644377619828137,-0.0,-0.0,0.022431818156585688,0.0,0.0,0.0,0.0,0.0,0.05869980038697012,0.0,0.0,0.0,0.0,0.0,0.0,0.023935702792943,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.12307996022628914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.02409224139185199,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.011853912437637422,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
Gene-17,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.024656521604250973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06305747315491753,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.026760398686324266,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040364445788569785,-0.0,0.0,0.0,0.02207568105528477,0.0,-0.0,-0.037357209049940054,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.04253182911485834,0.0,0.0,0.0,0.0,0.0,-0.0,-0.021151712402629707,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0069859986821043316,0.0,-0.0,0.0,0.0,0.0
Gene-18,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.04363179546587702,-0.0,-0.0,-0.03326487587750306,0.0,0.0,-0.0,-0.0,0.0,0.0,0.00968482345939264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051924781316592894,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.04497665558415612,0.0,0.0,0.05622153071522073,0.0,0.0,-0.0,0.0,-0.02569981267354716,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11582615062573069,0.0,0.08009993638088495,0.0,-0.0146055912689833,-0.0,0.0,-0.0,0.0,0.07456074352037649,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.011891801064078108,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
Gene-19,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.03397118822069812,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0438476987673131,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.07003476057880559,-0.0,-0.0,-0.0,0.019709389132824127,0.0,0.01651252451554129,0.0,0.0,0.0,0.0,0.0,0.0,0.09971862509756636,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032073427559680796,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.038672664274413605,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.09952264944918993
Gene-20,-0.021111558380390638,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.05333182600660946,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.06387182328694804,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.004080740567241844,0.0,0.0,0.0,0.0,0.0,0.0,0.028878451139048432,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.05867641602263567,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.028297889875423872,0.05655336280619327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.027479135692751473,-0.0,0.0,-0.1054257856677608,0.0,0.0,0.0,0.0,-0.11871648831973772,0.0,0.0,0.0,0.0,-0.0,0.001748490776881539,0.0,0.0,-0.000627883289621423,0.10858736253439127,0.0,-0.0,-0.04440038002340379,-0.12508915148887506,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.026833080108396364
Gene-21,0.0,0.0,0.0,0.0,-0.0,-0.004956906620413254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08221571500338812,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08382331165085154,0.0,0.0,-0.06858244099533095,0.0,-0.024616546843554882,0.0,0.0,0.0,-0.11594756414059805,-0.061072269191265176,0.0,0.0,-0.057184802704368855,0.0033985617798518337,0.0,0.0,0.0,0.0,-0.008497132944121962,0.0,0.0,0.0,0.047879183204058096,-0.005270000609401169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12041450659733229,0.0,0.0,0.0018511210109676832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.969498394089041e-05,0.0,0.015679843033012057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09221388515299661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014666817930365289,-0.06962489847507236,0.0,0.0,0.0,0.0,0.08518088866950167,0.0,0.0,0.0,0.0,0.0,0.0
Gene-22,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.009893745840965432,-0.09016585128432782,0.0,0.0,0.0,0.0,0.0,0.0,0.017632342422053884,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.04683781168517532,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.03407723839720188,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0462934236721611,0.021690057133498843,0.0,0.0,0.0,-0.04426366720599732,0.0,-0.06362579943150043,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.03492565468071667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.019821603916809226,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.04717186416112107,0.0
Gene-23,0.0,-0.07492573314281858,0.0,-0.12829469030401675,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12939758280074207,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.015149561547896557,0.0,-0.025610452401741746,0.0,0.0,-0.0,0.0,0.0,0.0,-0.14672603577586543,0.0,0.0,-0.0,-0.0,-0.0,-0.01987504113814867,0.11974950621569921,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.011852472889286507,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.087979261378394,-0.0,-0.0,0.0,0.0,-0.0,0.0
